43800;12.2019;2019;*
43801;12.2019;2019;*
43802;12.2019;2019;*
43803;12.2019;2019;*
43804;12.2019;2019;*
43805;12.2019;2019;*
43806;12.2019;2019;*
43807;12.2019;2019;*
43808;12.2019;2019;*
43809;12.2019;2019;*
43810;12.2019;2019;*
43811;12.2019;2019;*
43812;12.2019;2019;*
43813;12.2019;2019;*
43814;12.2019;2019;*
43815;12.2019;2019;*
43816;12.2019;2019;*
43817;12.2019;2019;*
43818;12.2019;2019;*
43819;12.2019;2019;*
43820;12.2019;2019;*
43821;12.2019;2019;*
43822;12.2019;2019;*
43823;12.2019;2019;*
43824;12.2019;2019;*
43825;12.2019;2019;*
43826;12.2019;2019;*
43827;12.2019;2019;*
43828;12.2019;2019;*
43829;12.2019;2019;*
43830;12.2019;2019;*
43831;1.2020;2020;*
43832;1.2020;2020;*
43833;1.2020;2020;*
43834;1.2020;2020;*
43835;1.2020;2020;*
43836;1.2020;2020;*
43837;1.2020;2020;*
43838;1.2020;2020;*
43839;1.2020;2020;*
43840;1.2020;2020;*
43841;1.2020;2020;*
43842;1.2020;2020;*
43843;1.2020;2020;*
43844;1.2020;2020;*
43845;1.2020;2020;*
43846;1.2020;2020;*
43847;1.2020;2020;*
43848;1.2020;2020;*
43849;1.2020;2020;*
43850;1.2020;2020;*
43851;1.2020;2020;*
43852;1.2020;2020;*
43853;1.2020;2020;*
43854;1.2020;2020;*
43855;1.2020;2020;*
43856;1.2020;2020;*
43857;1.2020;2020;*
43858;1.2020;2020;*
43859;1.2020;2020;*
43860;1.2020;2020;*
43861;1.2020;2020;*
43862;2.2020;2020;*
43863;2.2020;2020;*
43864;2.2020;2020;*
43865;2.2020;2020;*
43866;2.2020;2020;*
43867;2.2020;2020;*
43868;2.2020;2020;*
43869;2.2020;2020;*
43870;2.2020;2020;*
43871;2.2020;2020;*
43872;2.2020;2020;*
43873;2.2020;2020;*
43874;2.2020;2020;*
43875;2.2020;2020;*
43876;2.2020;2020;*
43877;2.2020;2020;*
43878;2.2020;2020;*
43879;2.2020;2020;*
43880;2.2020;2020;*
43881;2.2020;2020;*
43882;2.2020;2020;*
43883;2.2020;2020;*
43884;2.2020;2020;*
43885;2.2020;2020;*
43886;2.2020;2020;*
43887;2.2020;2020;*
43888;2.2020;2020;*
43889;2.2020;2020;*
43890;2.2020;2020;*
43891;3.2020;2020;*
43892;3.2020;2020;*
43893;3.2020;2020;*
43894;3.2020;2020;*
43895;3.2020;2020;*
43896;3.2020;2020;*
43897;3.2020;2020;*
43898;3.2020;2020;*
43899;3.2020;2020;*
43900;3.2020;2020;*
43901;3.2020;2020;*
43902;3.2020;2020;*
43903;3.2020;2020;*
43904;3.2020;2020;*
43905;3.2020;2020;*
43906;3.2020;2020;*
43907;3.2020;2020;*
43908;3.2020;2020;*
43909;3.2020;2020;*
43910;3.2020;2020;*
43911;3.2020;2020;*
43912;3.2020;2020;*
43913;3.2020;2020;*
43914;3.2020;2020;*
43915;3.2020;2020;*
43916;3.2020;2020;*
43917;3.2020;2020;*
43918;3.2020;2020;*
43919;3.2020;2020;*
43920;3.2020;2020;*
43921;3.2020;2020;*
43922;4.2020;2020;*
43923;4.2020;2020;*
43924;4.2020;2020;*
43925;4.2020;2020;*
43926;4.2020;2020;*
43927;4.2020;2020;*
43928;4.2020;2020;*
43929;4.2020;2020;*
43930;4.2020;2020;*
43931;4.2020;2020;*
43932;4.2020;2020;*
43933;4.2020;2020;*
43934;4.2020;2020;*
43935;4.2020;2020;*
43936;4.2020;2020;*
43937;4.2020;2020;*
43938;4.2020;2020;*
43939;4.2020;2020;*
43940;4.2020;2020;*
43941;4.2020;2020;*
43942;4.2020;2020;*
43943;4.2020;2020;*
43944;4.2020;2020;*
43945;4.2020;2020;*
43946;4.2020;2020;*
43947;4.2020;2020;*
43948;4.2020;2020;*
43949;4.2020;2020;*
43950;4.2020;2020;*
43951;4.2020;2020;*
43952;5.2020;2020;*
43953;5.2020;2020;*
43954;5.2020;2020;*
43955;5.2020;2020;*
43956;5.2020;2020;*
43957;5.2020;2020;*
43958;5.2020;2020;*
43959;5.2020;2020;*
43960;5.2020;2020;*
43961;5.2020;2020;*
43962;5.2020;2020;*
43963;5.2020;2020;*
43964;5.2020;2020;*
43965;5.2020;2020;*
43966;5.2020;2020;*
43967;5.2020;2020;*
43968;5.2020;2020;*
43969;5.2020;2020;*
43970;5.2020;2020;*
43971;5.2020;2020;*
43972;5.2020;2020;*
43973;5.2020;2020;*
43974;5.2020;2020;*
43975;5.2020;2020;*
43976;5.2020;2020;*
43977;5.2020;2020;*
43978;5.2020;2020;*
43979;5.2020;2020;*
43980;5.2020;2020;*
43981;5.2020;2020;*
43982;5.2020;2020;*
43983;6.2020;2020;*
43984;6.2020;2020;*
43985;6.2020;2020;*
43986;6.2020;2020;*
43987;6.2020;2020;*
43988;6.2020;2020;*
43989;6.2020;2020;*
43990;6.2020;2020;*
43991;6.2020;2020;*
43992;6.2020;2020;*
43993;6.2020;2020;*
43994;6.2020;2020;*
43995;6.2020;2020;*
43996;6.2020;2020;*
43997;6.2020;2020;*
43998;6.2020;2020;*
43999;6.2020;2020;*
44000;6.2020;2020;*
44001;6.2020;2020;*
44002;6.2020;2020;*
44003;6.2020;2020;*
44004;6.2020;2020;*
44005;6.2020;2020;*
44006;6.2020;2020;*
44007;6.2020;2020;*
44008;6.2020;2020;*
44009;6.2020;2020;*
44010;6.2020;2020;*
44011;6.2020;2020;*
44012;6.2020;2020;*
44013;7.2020;2020;*
44014;7.2020;2020;*
44015;7.2020;2020;*
44016;7.2020;2020;*
44017;7.2020;2020;*
44018;7.2020;2020;*
44019;7.2020;2020;*
44020;7.2020;2020;*
44021;7.2020;2020;*
44022;7.2020;2020;*
44023;7.2020;2020;*
44024;7.2020;2020;*
44025;7.2020;2020;*
44026;7.2020;2020;*
44027;7.2020;2020;*
44028;7.2020;2020;*
44029;7.2020;2020;*
44030;7.2020;2020;*
44031;7.2020;2020;*
44032;7.2020;2020;*
44033;7.2020;2020;*
44034;7.2020;2020;*
44035;7.2020;2020;*
44036;7.2020;2020;*
44037;7.2020;2020;*
44038;7.2020;2020;*
44039;7.2020;2020;*
44040;7.2020;2020;*
44041;7.2020;2020;*
44042;7.2020;2020;*
44043;7.2020;2020;*
44044;8.2020;2020;*
44045;8.2020;2020;*
44046;8.2020;2020;*
44047;8.2020;2020;*
44048;8.2020;2020;*
44049;8.2020;2020;*
44050;8.2020;2020;*
44051;8.2020;2020;*
44052;8.2020;2020;*
44053;8.2020;2020;*
44054;8.2020;2020;*
44055;8.2020;2020;*
44056;8.2020;2020;*
44057;8.2020;2020;*
44058;8.2020;2020;*
44059;8.2020;2020;*
44060;8.2020;2020;*
44061;8.2020;2020;*
44062;8.2020;2020;*
44063;8.2020;2020;*
44064;8.2020;2020;*
44065;8.2020;2020;*
44066;8.2020;2020;*
44067;8.2020;2020;*
44068;8.2020;2020;*
44069;8.2020;2020;*
44070;8.2020;2020;*
44071;8.2020;2020;*
44072;8.2020;2020;*
44073;8.2020;2020;*
44074;8.2020;2020;*
44075;9.2020;2020;*
44076;9.2020;2020;*
44077;9.2020;2020;*
44078;9.2020;2020;*
44079;9.2020;2020;*
44080;9.2020;2020;*
44081;9.2020;2020;*
44082;9.2020;2020;*
44083;9.2020;2020;*
44084;9.2020;2020;*
44085;9.2020;2020;*
44086;9.2020;2020;*
44087;9.2020;2020;*
44088;9.2020;2020;*
44089;9.2020;2020;*
44090;9.2020;2020;*
44091;9.2020;2020;*
44092;9.2020;2020;*
44093;9.2020;2020;*
44094;9.2020;2020;*
44095;9.2020;2020;*
44096;9.2020;2020;*
44097;9.2020;2020;*
44098;9.2020;2020;*
44099;9.2020;2020;*
44100;9.2020;2020;*
44101;9.2020;2020;*
44102;9.2020;2020;*
44103;9.2020;2020;*
44104;9.2020;2020;*
44105;10.2020;2020;*
44106;10.2020;2020;*
44107;10.2020;2020;*
44108;10.2020;2020;*
44109;10.2020;2020;*
44110;10.2020;2020;*
44111;10.2020;2020;*
44112;10.2020;2020;*
44113;10.2020;2020;*
44114;10.2020;2020;*
44115;10.2020;2020;*
44116;10.2020;2020;*
44117;10.2020;2020;*
44118;10.2020;2020;*
44119;10.2020;2020;*
44120;10.2020;2020;*
44121;10.2020;2020;*
44122;10.2020;2020;*
44123;10.2020;2020;*
44124;10.2020;2020;*
44125;10.2020;2020;*
44126;10.2020;2020;*
44127;10.2020;2020;*
44128;10.2020;2020;*
44129;10.2020;2020;*
44130;10.2020;2020;*
44131;10.2020;2020;*
44132;10.2020;2020;*
44133;10.2020;2020;*
44134;10.2020;2020;*
44135;10.2020;2020;*
44136;11.2020;2020;*
44137;11.2020;2020;*
44138;11.2020;2020;*
44139;11.2020;2020;*
44140;11.2020;2020;*
44141;11.2020;2020;*
44142;11.2020;2020;*
44143;11.2020;2020;*
44144;11.2020;2020;*
44145;11.2020;2020;*
44146;11.2020;2020;*
44147;11.2020;2020;*
44148;11.2020;2020;*
44149;11.2020;2020;*
44150;11.2020;2020;*
44151;11.2020;2020;*
44152;11.2020;2020;*
44153;11.2020;2020;*
44154;11.2020;2020;*
44155;11.2020;2020;*
44156;11.2020;2020;*
44157;11.2020;2020;*
44158;11.2020;2020;*
44159;11.2020;2020;*
44160;11.2020;2020;*
44161;11.2020;2020;*
44162;11.2020;2020;*
44163;11.2020;2020;*
44164;11.2020;2020;*
44165;11.2020;2020;*
44166;12.2020;2020;*
44167;12.2020;2020;*
44168;12.2020;2020;*
44169;12.2020;2020;*
44170;12.2020;2020;*
44171;12.2020;2020;*
44172;12.2020;2020;*
44173;12.2020;2020;*
44174;12.2020;2020;*
44175;12.2020;2020;*
44176;12.2020;2020;*
44177;12.2020;2020;*
44178;12.2020;2020;*
44179;12.2020;2020;*
44180;12.2020;2020;*
44181;12.2020;2020;*
44182;12.2020;2020;*
44183;12.2020;2020;*
44184;12.2020;2020;*
44185;12.2020;2020;*
44186;12.2020;2020;*
44187;12.2020;2020;*
44188;12.2020;2020;*
44189;12.2020;2020;*
44190;12.2020;2020;*
44191;12.2020;2020;*
44192;12.2020;2020;*
44193;12.2020;2020;*
44194;12.2020;2020;*
44195;12.2020;2020;*
44196;12.2020;2020;*
44197;1.2021;2021;*
44198;1.2021;2021;*
44199;1.2021;2021;*
44200;1.2021;2021;*
44201;1.2021;2021;*
44202;1.2021;2021;*
44203;1.2021;2021;*
44204;1.2021;2021;*
44205;1.2021;2021;*
44206;1.2021;2021;*
44207;1.2021;2021;*
44208;1.2021;2021;*
44209;1.2021;2021;*
44210;1.2021;2021;*
44211;1.2021;2021;*
44212;1.2021;2021;*
44213;1.2021;2021;*
44214;1.2021;2021;*
44215;1.2021;2021;*
44216;1.2021;2021;*
44217;1.2021;2021;*
44218;1.2021;2021;*
44219;1.2021;2021;*
44220;1.2021;2021;*
44221;1.2021;2021;*
44222;1.2021;2021;*
44223;1.2021;2021;*
44224;1.2021;2021;*
44225;1.2021;2021;*
44226;1.2021;2021;*
44227;1.2021;2021;*
44228;2.2021;2021;*
44229;2.2021;2021;*
44230;2.2021;2021;*
44231;2.2021;2021;*
44232;2.2021;2021;*
44233;2.2021;2021;*
44234;2.2021;2021;*
44235;2.2021;2021;*
44236;2.2021;2021;*
44237;2.2021;2021;*
44238;2.2021;2021;*
44239;2.2021;2021;*
44240;2.2021;2021;*
44241;2.2021;2021;*
44242;2.2021;2021;*
44243;2.2021;2021;*
44244;2.2021;2021;*
44245;2.2021;2021;*
44246;2.2021;2021;*
44247;2.2021;2021;*
44248;2.2021;2021;*
44249;2.2021;2021;*
44250;2.2021;2021;*
44251;2.2021;2021;*
44252;2.2021;2021;*
44253;2.2021;2021;*
44254;2.2021;2021;*
44255;2.2021;2021;*
44256;3.2021;2021;*
44257;3.2021;2021;*
44258;3.2021;2021;*
44259;3.2021;2021;*
44260;3.2021;2021;*
44261;3.2021;2021;*
44262;3.2021;2021;*
44263;3.2021;2021;*
44264;3.2021;2021;*
44265;3.2021;2021;*
44266;3.2021;2021;*
44267;3.2021;2021;*
44268;3.2021;2021;*
44269;3.2021;2021;*
44270;3.2021;2021;*
44271;3.2021;2021;*
44272;3.2021;2021;*
44273;3.2021;2021;*
44274;3.2021;2021;*
44275;3.2021;2021;*
44276;3.2021;2021;*
44277;3.2021;2021;*
44278;3.2021;2021;*
44279;3.2021;2021;*
44280;3.2021;2021;*
44281;3.2021;2021;*
44282;3.2021;2021;*
44283;3.2021;2021;*
44284;3.2021;2021;*
44285;3.2021;2021;*
44286;3.2021;2021;*
44287;4.2021;2021;*
44288;4.2021;2021;*
44289;4.2021;2021;*
44290;4.2021;2021;*
44291;4.2021;2021;*
44292;4.2021;2021;*
44293;4.2021;2021;*
44294;4.2021;2021;*
44295;4.2021;2021;*
44296;4.2021;2021;*
44297;4.2021;2021;*
44298;4.2021;2021;*
44299;4.2021;2021;*
44300;4.2021;2021;*
44301;4.2021;2021;*
44302;4.2021;2021;*
44303;4.2021;2021;*
44304;4.2021;2021;*
44305;4.2021;2021;*
44306;4.2021;2021;*
44307;4.2021;2021;*
44308;4.2021;2021;*
44309;4.2021;2021;*
44310;4.2021;2021;*
44311;4.2021;2021;*
44312;4.2021;2021;*
44313;4.2021;2021;*
44314;4.2021;2021;*
44315;4.2021;2021;*
44316;4.2021;2021;*
44317;5.2021;2021;*
44318;5.2021;2021;*
44319;5.2021;2021;*
44320;5.2021;2021;*
44321;5.2021;2021;*
44322;5.2021;2021;*
44323;5.2021;2021;*
44324;5.2021;2021;*
44325;5.2021;2021;*
44326;5.2021;2021;*
44327;5.2021;2021;*
44328;5.2021;2021;*
44329;5.2021;2021;*
44330;5.2021;2021;*
44331;5.2021;2021;*
44332;5.2021;2021;*
44333;5.2021;2021;*
44334;5.2021;2021;*
44335;5.2021;2021;*
44336;5.2021;2021;*
44337;5.2021;2021;*
44338;5.2021;2021;*
44339;5.2021;2021;*
44340;5.2021;2021;*
44341;5.2021;2021;*
44342;5.2021;2021;*
44343;5.2021;2021;*
44344;5.2021;2021;*
44345;5.2021;2021;*
44346;5.2021;2021;*
44347;5.2021;2021;*
44348;6.2021;2021;*
44349;6.2021;2021;*
44350;6.2021;2021;*
44351;6.2021;2021;*
44352;6.2021;2021;*
44353;6.2021;2021;*
44354;6.2021;2021;*
44355;6.2021;2021;*
44356;6.2021;2021;*
44357;6.2021;2021;*
44358;6.2021;2021;*
44359;6.2021;2021;*
44360;6.2021;2021;*
44361;6.2021;2021;*
44362;6.2021;2021;*
44363;6.2021;2021;*
44364;6.2021;2021;*
44365;6.2021;2021;*
44366;6.2021;2021;*
44367;6.2021;2021;*
44368;6.2021;2021;*
44369;6.2021;2021;*
44370;6.2021;2021;*
44371;6.2021;2021;*
44372;6.2021;2021;*
44373;6.2021;2021;*
44374;6.2021;2021;*
44375;6.2021;2021;*
44376;6.2021;2021;*
44377;6.2021;2021;*
44378;7.2021;2021;*
44379;7.2021;2021;*
44380;7.2021;2021;*
44381;7.2021;2021;*
44382;7.2021;2021;*
44383;7.2021;2021;*
44384;7.2021;2021;*
44385;7.2021;2021;*
44386;7.2021;2021;*
44387;7.2021;2021;*
44388;7.2021;2021;*
44389;7.2021;2021;*
44390;7.2021;2021;*
44391;7.2021;2021;*
44392;7.2021;2021;*
44393;7.2021;2021;*
44394;7.2021;2021;*
44395;7.2021;2021;*
44396;7.2021;2021;*
44397;7.2021;2021;*
44398;7.2021;2021;*
44399;7.2021;2021;*
44400;7.2021;2021;*
44401;7.2021;2021;*
44402;7.2021;2021;*
44403;7.2021;2021;*
44404;7.2021;2021;*
44405;7.2021;2021;*
44406;7.2021;2021;*
44407;7.2021;2021;*
44408;7.2021;2021;*
44409;8.2021;2021;*
44410;8.2021;2021;*
44411;8.2021;2021;*
44412;8.2021;2021;*
44413;8.2021;2021;*
44414;8.2021;2021;*
44415;8.2021;2021;*
44416;8.2021;2021;*
44417;8.2021;2021;*
44418;8.2021;2021;*
44419;8.2021;2021;*
44420;8.2021;2021;*
44421;8.2021;2021;*
44422;8.2021;2021;*
44423;8.2021;2021;*
44424;8.2021;2021;*
44425;8.2021;2021;*
44426;8.2021;2021;*
44427;8.2021;2021;*
44428;8.2021;2021;*
44429;8.2021;2021;*
44430;8.2021;2021;*
44431;8.2021;2021;*
44432;8.2021;2021;*
44433;8.2021;2021;*
44434;8.2021;2021;*
44435;8.2021;2021;*
44436;8.2021;2021;*
44437;8.2021;2021;*
44438;8.2021;2021;*
44439;8.2021;2021;*
44440;9.2021;2021;*
44441;9.2021;2021;*
44442;9.2021;2021;*
44443;9.2021;2021;*
44444;9.2021;2021;*
44445;9.2021;2021;*
44446;9.2021;2021;*
44447;9.2021;2021;*
44448;9.2021;2021;*
44449;9.2021;2021;*
44450;9.2021;2021;*
44451;9.2021;2021;*
44452;9.2021;2021;*
44453;9.2021;2021;*
44454;9.2021;2021;*
44455;9.2021;2021;*
44456;9.2021;2021;*
44457;9.2021;2021;*
44458;9.2021;2021;*
44459;9.2021;2021;*
44460;9.2021;2021;*
44461;9.2021;2021;*
44462;9.2021;2021;*
44463;9.2021;2021;*
44464;9.2021;2021;*
44465;9.2021;2021;*
44466;9.2021;2021;*
44467;9.2021;2021;*
44468;9.2021;2021;*
44469;9.2021;2021;*
44470;10.2021;2021;*
44471;10.2021;2021;*
44472;10.2021;2021;*
44473;10.2021;2021;*
44474;10.2021;2021;*
44475;10.2021;2021;*
44476;10.2021;2021;*
44477;10.2021;2021;*
44478;10.2021;2021;*
44479;10.2021;2021;*
44480;10.2021;2021;*
44481;10.2021;2021;*
44482;10.2021;2021;*
44483;10.2021;2021;*
44484;10.2021;2021;*
44485;10.2021;2021;*
44486;10.2021;2021;*
44487;10.2021;2021;*
44488;10.2021;2021;*
44489;10.2021;2021;*
44490;10.2021;2021;*
44491;10.2021;2021;*
44492;10.2021;2021;*
44493;10.2021;2021;*
44494;10.2021;2021;*
44495;10.2021;2021;*
44496;10.2021;2021;*
44497;10.2021;2021;*
44498;10.2021;2021;*
44499;10.2021;2021;*
44500;10.2021;2021;*
44501;11.2021;2021;*
44502;11.2021;2021;*
44503;11.2021;2021;*
44504;11.2021;2021;*
44505;11.2021;2021;*
44506;11.2021;2021;*
44507;11.2021;2021;*
44508;11.2021;2021;*
44509;11.2021;2021;*
44510;11.2021;2021;*
44511;11.2021;2021;*
44512;11.2021;2021;*
44513;11.2021;2021;*
44514;11.2021;2021;*
44515;11.2021;2021;*
44516;11.2021;2021;*
44517;11.2021;2021;*
44518;11.2021;2021;*
44519;11.2021;2021;*
44520;11.2021;2021;*
44521;11.2021;2021;*
44522;11.2021;2021;*
44523;11.2021;2021;*
44524;11.2021;2021;*
44525;11.2021;2021;*
44526;11.2021;2021;*
44527;11.2021;2021;*
44528;11.2021;2021;*
44529;11.2021;2021;*
44530;11.2021;2021;*
44531;12.2021;2021;*
44532;12.2021;2021;*
44533;12.2021;2021;*
44534;12.2021;2021;*
44535;12.2021;2021;*
44536;12.2021;2021;*
44537;12.2021;2021;*
44538;12.2021;2021;*
44539;12.2021;2021;*
44540;12.2021;2021;*
44541;12.2021;2021;*
44542;12.2021;2021;*
44543;12.2021;2021;*
44544;12.2021;2021;*
44545;12.2021;2021;*
44546;12.2021;2021;*
44547;12.2021;2021;*
44548;12.2021;2021;*
44549;12.2021;2021;*
44550;12.2021;2021;*
44551;12.2021;2021;*
44552;12.2021;2021;*
44553;12.2021;2021;*
44554;12.2021;2021;*
44555;12.2021;2021;*
44556;12.2021;2021;*
44557;12.2021;2021;*
44558;12.2021;2021;*
44559;12.2021;2021;*
44560;12.2021;2021;*
44561;12.2021;2021;*
